relative_path,boxes_processed,mean_abs_diff,max_abs_diff
day3/members/onanong/12_0703.webp,0,0.1727973090277778,3
day3/members/onanong/14_0121.webp,0,0.2178638599537037,3
day3/members/onanong/15_0609.webp,0,0.2903374565972222,3
day3/members/onanong/16_0114.webp,0,0.25831886574074076,3
day3/members/onanong/16_0351.webp,0,0.32768192997685186,4
day3/members/stevan/10_0619.webp,0,0.24866174768518517,4
day3/members/stevan/20_0090.webp,0,0.22282805266203703,3
day3/members/tien/09_0391.webp,0,0.29567238136574076,3
day3/members/tien/10_0512.webp,0,0.23445638020833334,3
day3/members/tien/17_0282.webp,0,0.31733760127314814,4
day3/members/werner/12_0583.webp,0,0.2974265769675926,4
day3/members/werner/19_0360.webp,0,0.2867567274305556,3
day4/members/bao/08_0028.webp,0,0.25068721064814814,3
day4/members/bao/08_0595.webp,0,0.27016420717592593,3
day4/members/bao/12_0423.webp,0,0.22182436342592593,3
day4/members/bjorn/08_0088.webp,0,0.24166304976851852,3
day4/members/bjorn/08_0126.webp,0,0.23010706018518517,3
day4/members/bjorn/10_0076.webp,0,0.2679850260416667,3
day4/members/cathal/09_0426.webp,0,0.35330765335648145,5
day4/members/cathal/15_0410.webp,0,0.2854908130787037,3
day4/members/cathal/17_0524.webp,0,0.2892162181712963,3
day4/members/florian/15_0498.webp,0,0.24745912905092593,3
day4/members/florian/18_0559.webp,0,0.2691605179398148,3
day4/members/klaus/08_0554.webp,0,0.3124367042824074,4
day4/members/klaus/14_0702.webp,0,0.21553096064814814,4
day4/members/luca/08_0034.webp,0,0.2352882667824074,3
day4/members/luca/17_0685.webp,0,0.23742223668981483,4
day4/members/luca/18_0521.webp,0,0.2599826388888889,3
day4/members/onanong/12_0450.webp,0,0.2473415798611111,3
day4/members/werner/09_0017.webp,0,0.31074580439814814,4
day4/members/werner/10_0441.webp,0,0.29994936342592593,3
day4/members/werner/18_0362.webp,0,0.2584092881944444,3
