protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
02_egocentric_stress_500,scrfd,high_clutter,190,577,560,0.9283700630274024,0.9607142857142857,0.9324090121317158,0.9463500439753739,538,22,39,0,,0.9387247974508873
02_egocentric_stress_500,scrfd,outdoor_or_vehicle_scene,18,4,5,0.95,0.8,1.0,0.888888888888889,4,1,0,0,,0.9522222222222223
02_egocentric_stress_500,yolo_face_s,all_images,500,1284,1214,0.8764736363877785,0.9390444810543658,0.8878504672897196,0.9127301841473179,1140,74,144,0,,0.8991897978805838
02_egocentric_stress_500,yolo_face_s,multi_face,276,1206,1128,0.8868111830913484,0.9547872340425532,0.8930348258706468,0.9228791773778919,1077,51,129,0,,0.9066711545646488
02_egocentric_stress_500,yolo_face_s,single_face,78,78,74,0.7925806290031485,0.8513513513513513,0.8076923076923077,0.8289473684210527,63,11,15,0,,0.8173719772403983
02_egocentric_stress_500,yolo_face_s,no_face,146,0,12,0.0,0.0,0.0,0.0,0,12,0,10,0.9315068493150684,0.9315068493150684
02_egocentric_stress_500,yolo_face_s,very_small_or_distant_face,12,16,16,0.8708333333333333,0.875,0.875,0.875,14,2,2,0,,0.875
02_egocentric_stress_500,yolo_face_s,small_face,119,407,384,0.881711726017778,0.9427083333333334,0.8894348894348895,0.9152970922882427,362,22,45,0,,0.9012277845380722
02_egocentric_stress_500,yolo_face_s,medium_face,150,550,522,0.9001366830409252,0.9559386973180076,0.9072727272727272,0.9309701492537313,499,23,51,0,,0.9180636797725064
02_egocentric_stress_500,yolo_face_s,large_face,28,61,50,0.7865506858481097,0.96,0.7868852459016393,0.8648648648648649,48,2,13,0,,0.8236916260522817
02_egocentric_stress_500,yolo_face_s,mixed_scale_face,45,250,230,0.8622289062380506,0.9434782608695652,0.868,0.9041666666666667,217,13,33,0,,0.8845894927536233
02_egocentric_stress_500,yolo_face_s,edge_or_partial_face,193,818,760,0.8763917301910124,0.95,0.882640586797066,0.915082382762991,722,38,96,0,,0.8974869771088406
02_egocentric_stress_500,yolo_face_s,profile_or_occluded_face,206,862,803,0.8800368843809413,0.9514321295143213,0.8863109048723898,0.9177177177177177,764,39,98,0,,0.900674730547915
02_egocentric_stress_500,yolo_face_s,downward_egocentric_view,89,1,5,0.0,0.0,0.0,0.0,0,5,1,0,,0.0
02_egocentric_stress_500,yolo_face_s,motion_blur_or_low_sharpness,94,127,111,0.7276952517922658,0.8828828828828829,0.7716535433070866,0.8235294117647058,98,13,29,0,,0.795745444379071
02_egocentric_stress_500,yolo_face_s,low_light_or_dim,99,204,190,0.8038035367533933,0.8947368421052632,0.8333333333333334,0.8629441624365481,170,20,34,0,,0.8468763914863302
02_egocentric_stress_500,yolo_face_s,high_clutter,190,577,569,0.9181973640579999,0.9384885764499121,0.925476603119584,0.9319371727748691,534,35,43,0,,0.928392942866438
02_egocentric_stress_500,yolo_face_s,outdoor_or_vehicle_scene,18,4,5,0.95,0.8,1.0,0.888888888888889,4,1,0,0,,0.9522222222222223
02_egocentric_stress_500,yolo_face_scrfd_fallback,all_images,500,1284,1254,0.9028566677846914,0.937799043062201,0.9158878504672897,0.9267139479905439,1176,78,108,0,,0.9207854941075944
02_egocentric_stress_500,yolo_face_scrfd_fallback,multi_face,276,1206,1167,0.9153599386035745,0.9537275064267352,0.9228855721393034,0.9380530973451328,1113,54,93,0,,0.929761646869504
02_egocentric_stress_500,yolo_face_scrfd_fallback,single_face,78,78,74,0.7925806290031485,0.8513513513513513,0.8076923076923077,0.8289473684210527,63,11,15,0,,0.8173719772403983
