relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_060,landmark_pair_rate,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day4/members/werner/12_0528.webp,falco,3,0.6192414598596269,0.4773423969745636,0.04927876591682434,0.0,1.0,0.0,0.998551070690155,0.3824400312380255,ok
day3/members/bjorn/20_0140.webp,riddle,5,0.7670191488791545,0.42048215866088867,0.17420050501823425,0.0,0.8,0.0,0.9986135959625244,0.4282156153266791,ok
day3/members/bjorn/20_0140.webp,falco,5,0.8311418841126716,0.3218163847923279,0.11267270892858505,0.0,0.8,0.0,0.9986597299575806,0.49999145959269053,ok
day3/members/onanong/15_0413.webp,riddle,2,0.6195018609713824,0.41303229331970215,0.02975064516067505,0.0,1.0,0.4963235121582864,0.9976972937583923,0.5343903752691238,ok
day3/members/onanong/15_0413.webp,falco,2,0.5960894234397107,0.45687416195869446,0.28852546215057373,0.0,1.0,0.4407294790999122,0.9972020387649536,0.4903765869995296,ok
day1/members/luca/13_0044.webp,riddle,1,0.5670683367072317,0.4638340473175049,0.03569919988512993,0.0,1.0,0.6955949459258084,0.998435914516449,0.5404556306702307,ok
day1/members/luca/13_0044.webp,falco,1,0.6031193821892357,0.510758101940155,0.2538779079914093,0.0,1.0,0.49458331287496093,0.9979515671730042,0.48473761198497267,ok
day4/members/luca/11_0578.webp,riddle,6,0.7100952675700244,0.4003864526748657,0.015532419085502625,0.0,0.8333333333333334,0.5956271642682096,0.9982807636260986,0.5722469046538378,ok
day4/members/luca/11_0578.webp,falco,6,0.7409450440666435,0.41862866282463074,0.15986615419387817,0.0,0.8333333333333334,0.6029777609171154,0.9982658624649048,0.5757608742402887,ok
day4/members/werner/18_0672.webp,riddle,3,0.5961389075837084,0.48326459527015686,0.02216152660548687,0.0,1.0,0.0,0.9981915354728699,0.37681890921220595,ok
day4/members/werner/18_0672.webp,falco,3,0.5963261824604804,0.5221242308616638,0.02558252215385437,0.0,1.0,0.0,0.9981341361999512,0.36774162538249566,ok
day2/members/luca/11_0416.webp,riddle,5,0.6683010775064049,0.4318896234035492,0.11700490862131119,0.0,1.0,0.24731092812409394,0.9979410171508789,0.47978830863236144,ok
day2/members/luca/11_0416.webp,falco,5,0.6766257378759133,0.4853402078151703,0.2030113935470581,0.0,1.0,0.21553950504245534,0.9977926015853882,0.4528264857878591,ok
day1/members/stevan/08_0631.webp,riddle,0,,,,,,,0.9986404180526733,,no_face
day1/members/stevan/08_0631.webp,falco,0,,,,,,,0.9986404180526733,,no_face
day3/members/luca/17_0412.webp,riddle,4,0.6767338223618894,0.3703259229660034,0.02672467567026615,0.0,0.5,0.5655907188206852,0.9984316229820251,0.5180915411476696,ok
day3/members/luca/17_0412.webp,falco,4,0.688889761887888,0.4034227728843689,0.18037670850753784,0.0,0.5,0.503152608942484,0.9980820417404175,0.4901881750036167,ok
day4/members/onanong/13_0378.webp,riddle,6,0.7138372215521409,0.40035536885261536,0.13273006677627563,0.0,1.0,0.0,0.9978492259979248,0.4508892984203722,ok
day4/members/onanong/13_0378.webp,falco,6,0.7140455099552372,0.4340893030166626,0.17001354694366455,0.0,1.0,0.0,0.9975689649581909,0.4328712732507114,ok
day3/members/luca/11_0126.webp,riddle,3,0.5816041674672326,0.43695297837257385,-0.08023744076490402,0.0,0.6666666666666666,0.7296488818430369,0.9973689317703247,0.5183172305908236,ok
day3/members/luca/11_0126.webp,falco,3,0.5729385145681184,0.4803248345851898,0.23792888224124908,0.3333333333333333,0.6666666666666666,0.6548827359487787,0.9970438480377197,0.48375031932835993,ok
day4/members/cathal/13_0074.webp,riddle,7,0.6676724207086283,0.41745010018348694,0.05347316712141037,0.0,0.8571428571428571,0.08293511709463364,0.9977810382843018,0.42720884941559756,ok
day4/members/cathal/13_0074.webp,falco,7,0.646919158349295,0.4700128138065338,0.034087494015693665,0.0,0.8571428571428571,0.05149575633500869,0.9976043105125427,0.3914722316299614,ok
day2/members/cathal/19_0687.webp,riddle,3,0.7143660836671555,0.41845735907554626,0.06286778301000595,0.0,1.0,0.4227991095933742,0.9983094334602356,0.5464992308693651,ok
day2/members/cathal/19_0687.webp,falco,3,0.726643892141465,0.45290255546569824,0.010448131710290909,0.0,1.0,0.4365372505607492,0.9981981515884399,0.5432272123792334,ok
