protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
combined_1000,yolo11s_widerface_640,all_images,1000,2607,2576,0.8904726417137029,0.9079968944099379,0.8971998465669352,0.902566081420027,2339,237,268,0,,0.8996211100645084
combined_1000,fusion_yolo8s_yolo11s_scrfd10g_agreement,all_images,1000,2607,2787,0.9063255090387584,0.8536060279870828,0.9125431530494822,0.882091212458287,2379,408,228,0,,0.8990364553954434
combined_1000,yolo8s_widerface_repo_640,all_images,1000,2607,2680,0.8927861552910346,0.8768656716417911,0.9014192558496356,0.8889729525250615,2350,330,257,0,,0.8958523215977076
combined_1000,yolo8s_lindevs_640,all_images,1000,2607,2630,0.8875681159004573,0.888212927756654,0.8960490985807441,0.8921138056139011,2336,294,271,0,,0.8942816582566244
combined_1000,scrfd_10g_current_640,all_images,1000,2607,2384,0.8717323317387288,0.9580536912751678,0.8761028001534331,0.9152474454017231,2284,100,323,0,,0.8940840505776791
combined_1000,yolo11n_pose_widerface_640,all_images,1000,2607,2564,0.8809107634880363,0.9036661466458659,0.8887610280015343,0.8961516147747052,2317,247,290,0,,0.8920991865592602
combined_1000,yolo11s_widerface_1280,all_images,1000,2607,2589,0.8842083588172117,0.8968713789107764,0.8906789413118527,0.8937644341801386,2322,267,285,0,,0.8920695582888165
combined_1000,dsfd_1920,all_images,1000,2607,2580,0.8692041514392317,0.8914728682170543,0.8822401227464519,0.8868324657798343,2300,280,307,0,,0.8843114830518578
combined_1000,yolo8s_lindevs_1280,all_images,1000,2607,2706,0.8803727365686509,0.8562453806356245,0.8887610280015343,0.8722002635046113,2317,389,290,0,,0.8813692721407127
combined_1000,retinaface_mobilenet_1920,all_images,1000,2607,2991,0.8133370276116058,0.7251755265797393,0.8319907940161104,0.77491961414791,2169,822,438,0,,0.8070414723054232
combined_1000,yunet_2026_1280,all_images,1000,2607,5420,0.8717848488449096,0.43025830258302583,0.8945147679324894,0.5810389933972842,2332,3088,275,0,,0.7697201777637419
