relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_050,facenet_reid_rate_060,facenet_reid_rate_070,landmark_pair_rate,landmark_error_mean,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day1/members/onanong/08_0572.webp,solid_mask_black,2,0.03453107234905129,0.7690362930297852,0.060064055025577545,0.0,0.0,0.0,0.0,,0.0,0.998370885848999,0.012085875322167951,ok
day1/members/onanong/08_0572.webp,layered_blur_downscale_noise,2,0.716194215023092,0.6576642990112305,0.05692393332719803,0.0,0.0,0.0,0.0,,0.0,0.9983736276626587,0.2506679752580822,ok
day1/members/onanong/08_0572.webp,nullface,2,0.806139377149961,0.2405584752559662,0.07048220932483673,0.0,0.0,0.0,1.0,0.13754872384370065,0.6070036461608552,0.9970009922981262,0.7136204559147171,ok
day1/members/onanong/08_0572.webp,diffusion_low_step,2,0.4437830961854725,0.6189055442810059,0.3663036823272705,0.5,0.0,0.0,0.0,,0.0,0.9983626008033752,0.15719765136530142,ok
day1/members/onanong/08_0572.webp,reverse_personalization,2,0.8377576066378243,0.23115971684455872,-0.2201346457004547,0.0,0.0,0.0,1.0,0.13937516119161703,0.6017852537382371,0.9983016848564148,0.7280816173355183,ok
day3/members/stevan/09_0286.webp,blur,2,0.9039319234799787,0.2707443833351135,0.26726603507995605,0.0,0.0,0.0,0.0,,0.0,0.9991973638534546,0.4310039815504358,ok
day3/members/stevan/09_0286.webp,pixelate,2,0.8703680088912462,0.3919598460197449,0.6051634550094604,1.0,1.0,0.0,0.0,,0.0,0.9991986155509949,0.3586488875526443,ok
day3/members/stevan/09_0286.webp,solid_mask_black,2,0.014399156820947338,0.6450663805007935,0.16668513417243958,0.0,0.0,0.0,0.0,,0.0,0.9982823133468628,0.0050397048873315675,ok
day3/members/stevan/09_0286.webp,layered_blur_downscale_noise,2,0.8043471989660312,0.5276830196380615,0.24936291575431824,0.0,0.0,0.0,0.0,,0.0,0.9982859492301941,0.2815215196381109,ok
day3/members/stevan/09_0286.webp,nullface,2,0.8398874485434615,0.2948605716228485,0.2320587933063507,0.0,0.0,0.0,0.0,,0.0,0.9972108602523804,0.3965303211787873,ok
day3/members/stevan/09_0286.webp,diffusion_low_step,2,0.6490143239805977,0.5170230269432068,0.18909406661987305,0.0,0.0,0.0,0.0,,0.0,0.9982406497001648,0.24712900669460078,ok
day3/members/stevan/09_0286.webp,reverse_personalization,2,0.7957468275664557,0.33288103342056274,-0.06455633044242859,0.0,0.0,0.0,0.0,,0.0,0.9982621669769287,0.36207087293797807,ok
day3/members/tien/20_0434.webp,blur,3,0.8337267776823979,0.3891161382198334,0.1877458095550537,0.0,0.0,0.0,0.3333333333333333,1.1588283282423946,0.0,0.9993120431900024,0.39724630307892256,ok
day3/members/tien/20_0434.webp,pixelate,3,0.8316430400762785,0.4559188783168793,0.28348466753959656,0.0,0.0,0.0,0.0,,0.0,0.9993138909339905,0.31398784384964307,ok
day3/members/tien/20_0434.webp,solid_mask_black,3,0.020356597460343278,0.7385219931602478,0.03594646975398064,0.0,0.0,0.0,0.0,,0.0,0.9985634684562683,0.007124809111120147,ok
day3/members/tien/20_0434.webp,layered_blur_downscale_noise,3,0.7462760831230169,0.5551151633262634,0.06529036164283752,0.0,0.0,0.0,0.0,,0.0,0.9985649585723877,0.2611966290930559,ok
